Origin,Destination,TTT,LOS,Departure Time,Departure Date,Arrival Time,Return Departure Time,Return Date,Return Arrival Time,Onward Departure Airport,Onward Arrival Airport,Return Departure Airport,Return Arrival Airport,Onward Airlines,Return Airlines,Onward Flight Connections,Onward Connection Duration(min),Onward Flight Connection Airport,Return Flight Connections,Return Connection Duration(min),Return Flight Connection Airport,Carry-ons,Checked Bags,Price(NIS),Snapshot Time,Site,Total Onward Flight Duration(min),Total Return Flight Duration(min)
Rome,Paris,1,1,8:55,1/3/2025,11:10,6:10,2/3/2025,8:20,FCO,BVA,BVA,FCO,Ryanair,Ryanair,nonstop,,,nonstop,,,1,0,1195,28/02/2025,Momondo,135,130
Rome,Paris,1,1,7:00,1/3/2025,9:15,7:25,2/3/2025,9:30,FCO,ORY,ORY,FCO,Vueling,Transavia France,nonstop,,,nonstop,,,0,0,1066,28/02/2025,Momondo,135,125
Rome,Paris,1,1,13:30,1/3/2025,20:55,7:25,2/3/2025,9:30,FCO,BVA,ORY,FCO,"ITA Airways, Ryanair",Transavia France,1 stop,220,BRI,nonstop,,,0,0,1006,28/02/2025,Momondo,445,125
Rome,Paris,1,1,20:10,1/3/2025,22:25,7:25,2/3/2025,9:30,FCO,ORY,ORY,FCO,Transavia France,Transavia France,nonstop,,,nonstop,,,1,0,1136,28/02/2025,Momondo,135,125
Rome,Paris,1,1,7:00,1/3/2025,9:15,21:45,2/3/2025,23:40,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1251,28/02/2025,Momondo,135,115
Rome,Paris,1,1,7:00,1/3/2025,9:15,15:00,2/3/2025,16:55,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1251,28/02/2025,Momondo,135,115
Rome,Paris,1,1,7:00,1/3/2025,9:15,17:00,2/3/2025,18:55,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1251,28/02/2025,Momondo,135,115
Rome,Paris,1,1,7:00,1/3/2025,9:15,13:25,2/3/2025,15:20,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1251,28/02/2025,Momondo,135,115
Rome,Paris,1,1,8:55,1/3/2025,11:10,6:10,2/3/2025,8:20,FCO,BVA,BVA,FCO,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,1195,28/02/2025,Momondo,135,130
Rome,Paris,1,1,7:00,1/3/2025,9:15,16:00,2/3/2025,18:05,FCO,ORY,ORY,FCO,Vueling,Wizz Air,nonstop,,,nonstop,,,0,0,1214,28/02/2025,Momondo,135,125
Rome,Paris,1,1,14:40,1/3/2025,16:55,6:10,2/3/2025,8:20,FCO,BVA,BVA,FCO,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,1195,28/02/2025,Momondo,135,130
Rome,Paris,1,1,7:00,1/3/2025,9:15,6:40,2/3/2025,8:40,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1251,28/02/2025,Momondo,135,120
Rome,Paris,1,1,12:50,1/3/2025,15:00,20:40,2/3/2025,22:45,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1280,28/02/2025,Momondo,130,125
Rome,Paris,1,1,20:10,1/3/2025,22:25,13:25,2/3/2025,15:20,FCO,ORY,ORY,FCO,Transavia France,Vueling,nonstop,,,nonstop,,,0,0,1332,28/02/2025,Momondo,135,115
Rome,Paris,1,1,12:50,1/3/2025,15:00,6:55,2/3/2025,9:00,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1280,28/02/2025,Momondo,130,125
Rome,Paris,1,1,20:10,1/3/2025,22:25,17:00,2/3/2025,18:55,FCO,ORY,ORY,FCO,Transavia France,Vueling,nonstop,,,nonstop,,,0,0,1332,28/02/2025,Momondo,135,115
Rome,Paris,1,1,20:10,1/3/2025,22:25,15:00,2/3/2025,16:55,FCO,ORY,ORY,FCO,Transavia France,Vueling,nonstop,,,nonstop,,,0,0,1332,28/02/2025,Momondo,135,115
Rome,Paris,1,1,20:10,1/3/2025,22:25,16:00,2/3/2025,18:05,FCO,ORY,ORY,FCO,Transavia France,Wizz Air,nonstop,,,nonstop,,,0,0,1288,28/02/2025,Momondo,135,125
Rome,Paris,1,1,20:10,1/3/2025,22:25,21:45,2/3/2025,23:40,FCO,ORY,ORY,FCO,Transavia France,Vueling,nonstop,,,nonstop,,,0,0,1332,28/02/2025,Momondo,135,115
Rome,Paris,1,1,12:50,1/3/2025,15:00,15:20,2/3/2025,17:25,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1325,28/02/2025,Momondo,130,125
Rome,Paris,1,1,20:10,1/3/2025,22:25,6:40,2/3/2025,8:40,FCO,ORY,ORY,FCO,Transavia France,Vueling,nonstop,,,nonstop,,,0,0,1332,28/02/2025,Momondo,135,120
Rome,Paris,1,1,20:10,1/3/2025,22:25,16:30,2/3/2025,18:35,FCO,ORY,ORY,FCO,Transavia France,Transavia France,nonstop,,,nonstop,,,1,0,1399,28/02/2025,Momondo,135,125
Rome,Paris,1,1,14:40,1/3/2025,16:55,21:05,2/3/2025,23:15,FCO,BVA,BVA,FCO,Ryanair,Ryanair,nonstop,,,nonstop,,,1,0,1388,28/02/2025,Momondo,135,130
Rome,Paris,1,1,12:50,1/3/2025,15:00,17:40,2/3/2025,19:45,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1325,28/02/2025,Momondo,130,125
Rome,Paris,1,1,7:00,1/3/2025,9:15,16:30,2/3/2025,18:35,FCO,ORY,ORY,FCO,Vueling,Transavia France,nonstop,,,nonstop,,,0,0,1339,28/02/2025,Momondo,135,125
Rome,Paris,1,1,8:55,1/3/2025,11:10,21:05,2/3/2025,23:15,FCO,BVA,BVA,FCO,Ryanair,Ryanair,nonstop,,,nonstop,,,1,0,1388,28/02/2025,Momondo,135,130
Rome,Paris,1,1,18:45,1/3/2025,21:00,6:55,2/3/2025,9:00,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1413,28/02/2025,Momondo,135,125
Rome,Paris,1,1,10:05,1/3/2025,12:20,6:55,2/3/2025,9:00,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1413,28/02/2025,Momondo,135,125
Rome,Paris,1,1,10:05,1/3/2025,12:20,20:40,2/3/2025,22:45,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1413,28/02/2025,Momondo,135,125
Rome,Paris,1,1,18:45,1/3/2025,21:00,20:40,2/3/2025,22:45,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1413,28/02/2025,Momondo,135,125
Rome,Paris,1,1,18:45,1/3/2025,21:00,17:40,2/3/2025,19:45,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1462,28/02/2025,Momondo,135,125
Rome,Paris,1,1,18:45,1/3/2025,21:00,15:20,2/3/2025,17:25,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1462,28/02/2025,Momondo,135,125
Rome,Paris,1,1,10:05,1/3/2025,12:20,17:40,2/3/2025,19:45,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1462,28/02/2025,Momondo,135,125
Rome,Paris,1,1,10:05,1/3/2025,12:20,15:20,2/3/2025,17:25,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1462,28/02/2025,Momondo,135,125
Rome,Paris,1,1,12:50,1/3/2025,15:00,13:45,2/3/2025,15:50,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1643,28/02/2025,Momondo,130,125
Rome,Paris,1,1,7:00,1/3/2025,9:15,18:10,2/3/2025,20:15,FCO,ORY,CDG,FCO,Vueling,ITA Airways,nonstop,,,nonstop,,,0,0,1639,28/02/2025,Momondo,135,125
Rome,Paris,1,1,7:00,1/3/2025,9:15,11:45,2/3/2025,13:50,FCO,ORY,CDG,FCO,Vueling,ITA Airways,nonstop,,,nonstop,,,0,0,1639,28/02/2025,Momondo,135,125
Rome,Paris,1,1,7:00,1/3/2025,9:15,6:10,2/3/2025,8:10,FCO,ORY,CDG,FCO,Vueling,ITA Airways,nonstop,,,nonstop,,,0,0,1661,28/02/2025,Momondo,135,120
Rome,Paris,1,1,7:00,1/3/2025,9:15,14:05,2/3/2025,16:10,FCO,ORY,CDG,FCO,Vueling,ITA Airways,nonstop,,,nonstop,,,0,0,1639,28/02/2025,Momondo,135,125
Rome,Paris,1,1,12:05,1/3/2025,14:20,7:25,2/3/2025,9:30,FCO,ORY,ORY,FCO,Vueling,Transavia France,nonstop,,,nonstop,,,0,0,1706,28/02/2025,Momondo,135,125
Rome,Paris,1,1,20:10,1/3/2025,22:25,6:10,2/3/2025,8:10,FCO,ORY,CDG,FCO,Transavia France,ITA Airways,nonstop,,,nonstop,,,1,0,1772,28/02/2025,Momondo,135,120
Rome,Paris,1,1,11:00,1/3/2025,13:15,6:10,2/3/2025,8:10,FCO,CDG,CDG,FCO,ITA Airways,ITA Airways,nonstop,,,nonstop,,,1,0,1780,28/02/2025,Momondo,135,120
Rome,Paris,1,1,20:10,1/3/2025,22:25,11:45,2/3/2025,13:50,FCO,ORY,CDG,FCO,Transavia France,ITA Airways,nonstop,,,nonstop,,,1,0,1769,28/02/2025,Momondo,135,125
Rome,Paris,1,1,20:10,1/3/2025,22:25,18:10,2/3/2025,20:15,FCO,ORY,CDG,FCO,Transavia France,ITA Airways,nonstop,,,nonstop,,,1,0,1769,28/02/2025,Momondo,135,125
Rome,Paris,1,1,20:10,1/3/2025,22:25,14:05,2/3/2025,16:10,FCO,ORY,CDG,FCO,Transavia France,ITA Airways,nonstop,,,nonstop,,,1,0,1769,28/02/2025,Momondo,135,125
Rome,Paris,1,1,18:45,1/3/2025,21:00,13:45,2/3/2025,15:50,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1780,28/02/2025,Momondo,135,125
Rome,Paris,1,1,11:00,1/3/2025,13:15,18:10,2/3/2025,20:15,FCO,CDG,CDG,FCO,ITA Airways,ITA Airways,nonstop,,,nonstop,,,1,0,1780,28/02/2025,Momondo,135,125
Rome,Paris,1,1,12:05,1/3/2025,14:20,13:25,2/3/2025,15:20,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1832,28/02/2025,Momondo,135,115
Rome,Paris,1,1,10:05,1/3/2025,12:20,13:45,2/3/2025,15:50,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1780,28/02/2025,Momondo,135,125
Rome,Paris,1,1,11:00,1/3/2025,13:15,11:45,2/3/2025,13:50,FCO,CDG,CDG,FCO,ITA Airways,ITA Airways,nonstop,,,nonstop,,,1,0,1780,28/02/2025,Momondo,135,125
Rome,Paris,1,1,12:05,1/3/2025,14:20,15:00,2/3/2025,16:55,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1832,28/02/2025,Momondo,135,115
Rome,Paris,1,1,11:00,1/3/2025,13:15,14:05,2/3/2025,16:10,FCO,CDG,CDG,FCO,ITA Airways,ITA Airways,nonstop,,,nonstop,,,1,0,1780,28/02/2025,Momondo,135,125
Rome,Paris,1,1,12:05,1/3/2025,14:20,17:00,2/3/2025,18:55,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1832,28/02/2025,Momondo,135,115
Rome,Paris,1,1,12:05,1/3/2025,14:20,6:40,2/3/2025,8:40,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1832,28/02/2025,Momondo,135,120
Rome,Paris,1,1,8:35,1/3/2025,10:50,14:05,2/3/2025,16:10,FCO,CDG,CDG,FCO,ITA Airways,ITA Airways,nonstop,,,nonstop,,,1,0,2109,28/02/2025,Momondo,135,125
Rome,Paris,1,1,12:05,1/3/2025,14:20,8:10,2/3/2025,10:10,FCO,ORY,ORY,FCO,Vueling,easyJet,nonstop,,,nonstop,,,0,0,1876,28/02/2025,Momondo,135,120
Rome,Paris,1,1,8:35,1/3/2025,10:50,11:45,2/3/2025,13:50,FCO,CDG,CDG,FCO,ITA Airways,ITA Airways,nonstop,,,nonstop,,,1,0,2109,28/02/2025,Momondo,135,125
Rome,Paris,1,1,12:05,1/3/2025,14:20,16:00,2/3/2025,18:05,FCO,ORY,ORY,FCO,Vueling,Wizz Air,nonstop,,,nonstop,,,0,0,1887,28/02/2025,Momondo,135,125
Rome,Paris,1,1,8:35,1/3/2025,10:50,6:10,2/3/2025,8:10,FCO,CDG,CDG,FCO,ITA Airways,ITA Airways,nonstop,,,nonstop,,,1,0,2109,28/02/2025,Momondo,135,120
Rome,Paris,1,1,12:05,1/3/2025,14:20,17:25,2/3/2025,19:25,FCO,ORY,ORY,FCO,Vueling,easyJet,nonstop,,,nonstop,,,0,0,1894,28/02/2025,Momondo,135,120
Rome,Paris,1,1,8:35,1/3/2025,10:50,18:10,2/3/2025,20:15,FCO,CDG,CDG,FCO,ITA Airways,ITA Airways,nonstop,,,nonstop,,,1,0,2109,28/02/2025,Momondo,135,125
Rome,Paris,1,1,12:05,1/3/2025,14:20,13:00,2/3/2025,14:55,FCO,ORY,ORY,FCO,Vueling,easyJet,nonstop,,,nonstop,,,0,0,1917,28/02/2025,Momondo,135,115
Rome,Paris,1,1,11:00,1/3/2025,13:15,7:25,2/3/2025,9:30,FCO,CDG,ORY,FCO,ITA Airways,Transavia France,nonstop,,,nonstop,,,1,0,1968,28/02/2025,Momondo,135,125
Rome,Paris,1,1,12:05,1/3/2025,14:20,16:30,2/3/2025,18:35,FCO,ORY,ORY,FCO,Vueling,Transavia France,nonstop,,,nonstop,,,0,0,1965,28/02/2025,Momondo,135,125
Rome,Paris,1,1,7:00,1/3/2025,9:15,6:10,2/3/2025,8:20,FCO,ORY,BVA,FCO,Vueling,Ryanair,nonstop,,,nonstop,,,0,0,1099,28/02/2025,Momondo,135,130
Rome,Paris,1,1,8:55,1/3/2025,11:10,7:25,2/3/2025,9:30,FCO,BVA,ORY,FCO,Ryanair,Transavia France,nonstop,,,nonstop,,,0,0,1140,28/02/2025,Momondo,135,125
Rome,Paris,1,1,14:40,1/3/2025,16:55,7:25,2/3/2025,9:30,FCO,BVA,ORY,FCO,Ryanair,Transavia France,nonstop,,,nonstop,,,0,0,1140,28/02/2025,Momondo,135,125
Rome,Paris,1,1,7:00,1/3/2025,9:15,8:10,2/3/2025,10:10,FCO,ORY,ORY,FCO,Vueling,easyJet,nonstop,,,nonstop,,,0,0,1166,28/02/2025,Momondo,135,120
Rome,Paris,1,1,20:10,1/3/2025,22:25,6:10,2/3/2025,8:20,FCO,ORY,BVA,FCO,Transavia France,Ryanair,nonstop,,,nonstop,,,0,0,1177,28/02/2025,Momondo,135,130
Rome,Paris,1,1,7:00,1/3/2025,9:15,13:00,2/3/2025,14:55,FCO,ORY,ORY,FCO,Vueling,easyJet,nonstop,,,nonstop,,,0,0,1206,28/02/2025,Momondo,135,115
Rome,Paris,1,1,7:00,1/3/2025,9:15,17:25,2/3/2025,19:25,FCO,ORY,ORY,FCO,Vueling,easyJet,nonstop,,,nonstop,,,0,0,1206,28/02/2025,Momondo,135,120
Rome,Paris,1,1,11:00,1/3/2025,13:15,16:00,2/3/2025,18:05,FCO,CDG,ORY,FCO,ITA Airways,Wizz Air,nonstop,,,nonstop,,,0,0,2128,28/02/2025,Momondo,135,125
Rome,Paris,1,1,11:00,1/3/2025,13:15,15:00,2/3/2025,16:55,FCO,CDG,ORY,FCO,ITA Airways,Vueling,nonstop,,,nonstop,,,0,0,2168,28/02/2025,Momondo,135,115
Rome,Paris,1,1,12:05,1/3/2025,14:20,21:45,2/3/2025,23:40,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1832,28/02/2025,Momondo,135,115
Rome,Paris,1,1,11:00,1/3/2025,13:15,6:40,2/3/2025,8:40,FCO,CDG,ORY,FCO,ITA Airways,Vueling,nonstop,,,nonstop,,,0,0,2168,28/02/2025,Momondo,135,120
Rome,Paris,1,1,11:00,1/3/2025,13:15,17:00,2/3/2025,18:55,FCO,CDG,ORY,FCO,ITA Airways,Vueling,nonstop,,,nonstop,,,0,0,2168,28/02/2025,Momondo,135,115
Rome,Paris,1,1,11:00,1/3/2025,13:15,13:25,2/3/2025,15:20,FCO,CDG,ORY,FCO,ITA Airways,Vueling,nonstop,,,nonstop,,,0,0,2168,28/02/2025,Momondo,135,115
Rome,Paris,1,1,20:10,1/3/2025,22:25,8:10,2/3/2025,10:10,FCO,ORY,ORY,FCO,Transavia France,easyJet,nonstop,,,nonstop,,,0,0,1243,28/02/2025,Momondo,135,120
Rome,Paris,1,1,8:55,1/3/2025,11:10,8:10,2/3/2025,10:10,FCO,BVA,ORY,FCO,Ryanair,easyJet,nonstop,,,nonstop,,,0,0,1284,28/02/2025,Momondo,135,120
Rome,Paris,1,1,8:55,1/3/2025,11:10,16:00,2/3/2025,18:05,FCO,BVA,ORY,FCO,Ryanair,Wizz Air,nonstop,,,nonstop,,,0,0,1291,28/02/2025,Momondo,135,125
Rome,Paris,1,1,11:00,1/3/2025,13:15,16:30,2/3/2025,18:35,FCO,CDG,ORY,FCO,ITA Airways,Transavia France,nonstop,,,nonstop,,,1,0,2205,28/02/2025,Momondo,135,125
Rome,Paris,1,1,14:40,1/3/2025,16:55,8:10,2/3/2025,10:10,FCO,BVA,ORY,FCO,Ryanair,easyJet,nonstop,,,nonstop,,,0,0,1284,28/02/2025,Momondo,135,120
Rome,Paris,1,1,14:40,1/3/2025,16:55,16:00,2/3/2025,18:05,FCO,BVA,ORY,FCO,Ryanair,Wizz Air,nonstop,,,nonstop,,,0,0,1291,28/02/2025,Momondo,135,125
Rome,Paris,1,1,20:10,1/3/2025,22:25,13:00,2/3/2025,14:55,FCO,ORY,ORY,FCO,Transavia France,easyJet,nonstop,,,nonstop,,,0,0,1284,28/02/2025,Momondo,135,115
Rome,Paris,1,1,20:10,1/3/2025,22:25,17:25,2/3/2025,19:25,FCO,ORY,ORY,FCO,Transavia France,easyJet,nonstop,,,nonstop,,,0,0,1284,28/02/2025,Momondo,135,120
Rome,Paris,1,1,8:55,1/3/2025,11:10,13:00,2/3/2025,14:55,FCO,BVA,ORY,FCO,Ryanair,easyJet,nonstop,,,nonstop,,,0,0,1325,28/02/2025,Momondo,135,115
Rome,Paris,1,1,8:55,1/3/2025,11:10,17:25,2/3/2025,19:25,FCO,BVA,ORY,FCO,Ryanair,easyJet,nonstop,,,nonstop,,,0,0,1325,28/02/2025,Momondo,135,120
Rome,Paris,1,1,8:55,1/3/2025,11:10,15:00,2/3/2025,16:55,FCO,BVA,ORY,FCO,Ryanair,Vueling,nonstop,,,nonstop,,,0,0,1336,28/02/2025,Momondo,135,115
Rome,Paris,1,1,8:55,1/3/2025,11:10,13:25,2/3/2025,15:20,FCO,BVA,ORY,FCO,Ryanair,Vueling,nonstop,,,nonstop,,,0,0,1336,28/02/2025,Momondo,135,115
Rome,Paris,1,1,8:55,1/3/2025,11:10,17:00,2/3/2025,18:55,FCO,BVA,ORY,FCO,Ryanair,Vueling,nonstop,,,nonstop,,,0,0,1336,28/02/2025,Momondo,135,115
Rome,Paris,1,1,8:55,1/3/2025,11:10,6:40,2/3/2025,8:40,FCO,BVA,ORY,FCO,Ryanair,Vueling,nonstop,,,nonstop,,,0,0,1336,28/02/2025,Momondo,135,120
Rome,Paris,1,1,12:05,1/3/2025,14:20,14:05,2/3/2025,16:10,FCO,ORY,CDG,FCO,Vueling,ITA Airways,nonstop,,,nonstop,,,0,0,2253,28/02/2025,Momondo,135,125
Rome,Paris,1,1,12:05,1/3/2025,14:20,18:10,2/3/2025,20:15,FCO,ORY,CDG,FCO,Vueling,ITA Airways,nonstop,,,nonstop,,,0,0,2253,28/02/2025,Momondo,135,125
Rome,Paris,1,1,12:05,1/3/2025,14:20,11:45,2/3/2025,13:50,FCO,ORY,CDG,FCO,Vueling,ITA Airways,nonstop,,,nonstop,,,0,0,2253,28/02/2025,Momondo,135,125
Rome,Paris,1,1,14:40,1/3/2025,16:55,13:00,2/3/2025,14:55,FCO,BVA,ORY,FCO,Ryanair,easyJet,nonstop,,,nonstop,,,0,0,1325,28/02/2025,Momondo,135,115
Rome,Paris,1,1,14:40,1/3/2025,16:55,17:25,2/3/2025,19:25,FCO,BVA,ORY,FCO,Ryanair,easyJet,nonstop,,,nonstop,,,0,0,1325,28/02/2025,Momondo,135,120
Rome,Paris,1,1,12:05,1/3/2025,14:20,6:10,2/3/2025,8:10,FCO,ORY,CDG,FCO,Vueling,ITA Airways,nonstop,,,nonstop,,,0,0,2257,28/02/2025,Momondo,135,120
Rome,Paris,1,1,14:40,1/3/2025,16:55,15:00,2/3/2025,16:55,FCO,BVA,ORY,FCO,Ryanair,Vueling,nonstop,,,nonstop,,,0,0,1336,28/02/2025,Momondo,135,115
Rome,Paris,1,1,14:40,1/3/2025,16:55,13:25,2/3/2025,15:20,FCO,BVA,ORY,FCO,Ryanair,Vueling,nonstop,,,nonstop,,,0,0,1336,28/02/2025,Momondo,135,115
Rome,Paris,1,1,14:40,1/3/2025,16:55,17:00,2/3/2025,18:55,FCO,BVA,ORY,FCO,Ryanair,Vueling,nonstop,,,nonstop,,,0,0,1336,28/02/2025,Momondo,135,115
Rome,Paris,1,2,7:00,1/3/2025,9:15,6:00,3/3/2025,8:10,FCO,ORY,BVA,FCO,Vueling,Ryanair,nonstop,,,nonstop,,,0,0,1029,28/02/2025,Momondo,135,130
Rome,Paris,1,2,19:15,1/3/2025,8:45,6:00,3/3/2025,8:10,FCO,BVA,BVA,FCO,"Norwegian, Ryanair",Ryanair,1 stop,545,CPH,nonstop,,,0,0,851,28/02/2025,Momondo,810,130
Rome,Paris,1,2,7:00,1/3/2025,9:15,17:40,3/3/2025,19:50,FCO,ORY,BVA,FCO,Vueling,Ryanair,nonstop,,,nonstop,,,0,0,1069,28/02/2025,Momondo,135,130
Rome,Paris,1,2,20:10,1/3/2025,22:25,17:35,3/3/2025,19:40,FCO,ORY,ORY,FCO,Transavia France,Transavia France,nonstop,,,nonstop,,,1,0,1140,28/02/2025,Momondo,135,125
Rome,Paris,1,2,7:00,1/3/2025,9:15,15:00,3/3/2025,16:55,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1228,28/02/2025,Momondo,135,115
Rome,Paris,1,2,14:40,1/3/2025,16:55,6:00,3/3/2025,8:10,FCO,BVA,BVA,FCO,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,1125,28/02/2025,Momondo,135,130
Rome,Paris,1,2,8:55,1/3/2025,11:10,17:35,3/3/2025,19:40,FCO,BVA,ORY,FCO,Ryanair,Transavia France,nonstop,,,nonstop,,,0,0,1180,28/02/2025,Momondo,135,125
Rome,Paris,1,2,20:10,1/3/2025,22:25,6:00,3/3/2025,8:05,FCO,ORY,ORY,FCO,Transavia France,Transavia France,nonstop,,,nonstop,,,1,0,1162,28/02/2025,Momondo,135,125
Rome,Paris,1,2,7:00,1/3/2025,9:15,17:40,3/3/2025,19:35,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1228,28/02/2025,Momondo,135,115
Rome,Paris,1,2,8:55,1/3/2025,11:10,6:00,3/3/2025,8:10,FCO,BVA,BVA,FCO,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,1125,28/02/2025,Momondo,135,130
Rome,Paris,1,2,14:40,1/3/2025,16:55,17:35,3/3/2025,19:40,FCO,BVA,ORY,FCO,Ryanair,Transavia France,nonstop,,,nonstop,,,0,0,1180,28/02/2025,Momondo,135,125
Rome,Paris,1,2,7:00,1/3/2025,9:15,9:40,3/3/2025,11:35,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1251,28/02/2025,Momondo,135,115
Rome,Paris,1,2,8:55,1/3/2025,11:10,17:40,3/3/2025,19:50,FCO,BVA,BVA,FCO,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,1162,28/02/2025,Momondo,135,130
Rome,Paris,1,2,8:55,1/3/2025,11:10,6:00,3/3/2025,8:05,FCO,BVA,ORY,FCO,Ryanair,Transavia France,nonstop,,,nonstop,,,0,0,1202,28/02/2025,Momondo,135,125
Rome,Paris,1,2,14:40,1/3/2025,16:55,6:00,3/3/2025,8:05,FCO,BVA,ORY,FCO,Ryanair,Transavia France,nonstop,,,nonstop,,,0,0,1202,28/02/2025,Momondo,135,125
Rome,Paris,1,2,20:10,1/3/2025,22:25,17:40,3/3/2025,19:50,FCO,ORY,BVA,FCO,Transavia France,Ryanair,nonstop,,,nonstop,,,0,0,1147,28/02/2025,Momondo,135,130
Rome,Paris,1,2,7:00,1/3/2025,9:15,15:00,3/3/2025,16:55,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1228,28/02/2025,Momondo,135,115
Rome,Paris,1,2,7:00,1/3/2025,9:15,9:40,3/3/2025,11:35,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1251,28/02/2025,Momondo,135,115
Rome,Paris,1,2,20:10,1/3/2025,22:25,16:00,3/3/2025,18:05,FCO,ORY,ORY,FCO,Transavia France,Wizz Air,nonstop,,,nonstop,,,0,0,1251,28/02/2025,Momondo,135,125
Rome,Paris,1,2,12:50,1/3/2025,15:00,15:20,3/3/2025,17:25,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1358,28/02/2025,Momondo,130,125
Rome,Paris,1,2,7:00,1/3/2025,9:15,6:40,3/3/2025,8:40,FCO,ORY,ORY,FCO,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1299,28/02/2025,Momondo,135,120
Rome,Paris,1,2,10:05,1/3/2025,12:20,6:55,3/3/2025,9:00,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1399,28/02/2025,Momondo,135,125
Rome,Paris,1,2,10:05,1/3/2025,12:20,20:40,3/3/2025,22:45,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1399,28/02/2025,Momondo,135,125
Rome,Paris,1,2,8:55,1/3/2025,11:10,15:00,3/3/2025,16:55,FCO,BVA,ORY,FCO,Ryanair,Vueling,nonstop,,,nonstop,,,0,0,1332,28/02/2025,Momondo,135,115
Rome,Paris,1,2,18:45,1/3/2025,21:00,20:40,3/3/2025,22:45,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1399,28/02/2025,Momondo,135,125
Rome,Paris,1,2,18:45,1/3/2025,21:00,6:55,3/3/2025,9:00,FCO,CDG,CDG,FCO,Air France,Air France,nonstop,,,nonstop,,,1,0,1399,28/02/2025,Momondo,135,125
Rome,Paris,1,2,14:40,1/3/2025,16:55,15:00,3/3/2025,16:55,FCO,BVA,ORY,FCO,Ryanair,Vueling,nonstop,,,nonstop,,,0,0,1332,28/02/2025,Momondo,135,115
Rome,Paris,1,2,8:55,1/3/2025,11:10,13:05,3/3/2025,15:00,FCO,BVA,ORY,FCO,Ryanair,easyJet,nonstop,,,nonstop,,,0,0,1347,28/02/2025,Momondo,135,115
Rome,Paris,1,2,8:55,1/3/2025,11:10,9:40,3/3/2025,11:35,FCO,BVA,ORY,FCO,Ryanair,Vueling,nonstop,,,nonstop,,,0,0,1354,28/02/2025,Momondo,135,115
